Economy,Albania,Algeria,American Samoa,Angola,Anguilla,Antigua and Barbuda,Argentina,Aruba,Australia,Bahamas,Bahrain,Bangladesh,Barbados,Belgium,Belize,Benin,Bermuda,"Bonaire, Sint Eustatius and Saba",Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Chile,China,"China, Hong Kong SAR","China, Taiwan Province of",Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo,"Congo, Dem. Rep. of the",Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,  French Guiana,  Guadeloupe,  Martinique,  Mayotte,  Réunion,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kiribati,"Korea, Dem. People's Rep. of","Korea, Republic of",Kuwait,Latvia,Lebanon,Liberia,Libya,Lithuania,Madagascar,Malaysia,Maldives,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),"Moldova, Republic of",Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Nigeria,Niue,Norfolk Island,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russian Federation,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia and Montenegro,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan,Sudan (...2011),Suriname,Sweden,Syrian Arab Republic,"Tanzania, United Republic of",Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Türkiye,Turks and Caicos Islands,Tuvalu,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Rep. of),Viet Nam,Wallis and Futuna Islands,Yemen
Q3 2008,3.238885311,10.14562018,8.124608194,12.96965818,..,5.428254985,26.58393354,6.171997388,29.82141183,19.80698381,8.722736802,8.133225677,7.800891743,77.20397458,2.725246082,11.30003476,1.615978926,_,34.11554112,2.48126444,3.413294264,16.31423483,6.250044935,4.424746294,15.45047702,35.61656483,1.743026642,19.15695887,120.4417054,91.33195064,58.94274651,..,..,26.8522332,1.509130316,13.60819329,5.179751245,1.447446845,16.4359522,20.21240819,14.57718223,7.081090828,_,13.11713163,25.91963753,12.20569188,3.881896651,23.6649969,16.81450771,45.39072497,8.593250181,4.975642245,2.766102679,6.972396964,..,4.456140278,13.71497485,13.64167991,57.31732119,5.544785625,9.194387614,8.87761444,2.484974385,14.08100686,11.70664354,11.42591223,4.952346802,5.001879004,82.18599397,19.53428916,2.673432052,25.09598728,..,6.422304107,9.369007835,16.97440681,11.92766389,4.096230544,7.878233609,4.368441957,10.65141897,5.255271886,46.84183014,35.4672406,22.22326755,4.459137587,9.907760452,21.84957039,59.04391631,20.97562898,73.41415744,17.10619538,12.31771192,2.797134517,0.888144757,73.12970274,11.90119045,6.73115063,23.30566152,6.715537895,7.821088582,8.26630294,9.519004042,77.47160993,2.816254106,32.03026805,4.486426448,5.955810828,17.76105319,32.89239169,3.979619864,..,3.506669861,..,38.0706556,7.800635482,4.50616526,11.04003088,..,76.93250036,12.88086762,12.79295796,20.52138025,8.737369436,20.26368969,..,0.555914466,3.979619864,9.799330163,33.65964753,27.8063295,3.92482351,31.06951566,9.326689391,0.977448593,17.46384639,18.42854454,9.785662839,35.87252328,9.728578067,21.78950025,21.73363204,4.274035022,6.680407481,6.649644057,8.124608194,2.593500275,44.00277948,15.83085223,_,6.182034173,6.171710489,87.54857059,_,16.61815849,6.737565741,3.900291384,31.45399406,71.9766401,40.37527641,_,8.385503486,7.45019828,29.10817954,13.92054529,10.71005832,35.80432719,0.730256957,12.55214471,4.720724444,15.50361726,8.601432453,35.43118179,1.097680631,2.114196793,20.14507635,53.49496385,76.33623618,75.3060255,19.26472843,6.696602616,23.37244827,23.59428989,2.114196793,15.46723035
Q4 2008,3.711868159,10.16468903,7.981897171,13.7025686,..,5.428254985,26.73133266,5.893666662,29.29077572,19.83077999,7.539292844,8.744064706,8.228111461,77.6598452,2.725246082,11.29005519,1.615978926,_,34.324146,2.48126444,3.464858493,16.56725785,6.249893621,4.637391036,15.34591551,35.39234764,1.743026642,19.10985283,118.455876,89.42912933,59.45448538,..,..,26.8908012,1.509130316,13.74354182,5.179751245,0.798136555,17.21198774,19.9860896,15.34604836,7.777013174,_,12.29363047,28.0973116,10.16335562,3.881896651,23.98990071,18.36905161,47.40904767,8.740632471,4.975642245,2.766102679,7.382348403,..,4.556058314,13.88231611,13.49534811,58.89045176,5.544785625,9.195129054,8.8779322,2.484974385,14.28344219,11.71260583,11.40140833,6.046222391,5.314858033,82.65142082,18.87242035,2.10698064,25.02041663,..,6.422304107,9.369007835,16.97841501,10.94105408,4.096230544,7.878233609,5.838745584,11.33643365,5.154803066,46.48049936,36.30070622,22.63774357,4.285568747,9.94453774,22.47414428,58.34642404,21.78658357,74.85104349,17.89262322,13.84812326,2.797134517,0.888144757,71.90017101,13.49033766,5.725774903,23.53488277,6.007406292,8.379499158,8.116877183,9.524832163,76.8098711,2.816254106,36.54769296,4.429938633,5.899139465,17.90931896,34.64974594,3.979619864,..,3.381907858,..,39.07991717,8.79732913,4.582467278,11.03918549,..,77.09661289,12.91826146,12.94003053,20.63948296,8.71364406,20.05032732,..,0.555914466,3.979619864,10.79508494,33.31381407,27.16124138,3.92482351,33.18650239,9.585039613,0.977448593,17.44759751,20.37028998,9.65944415,36.38748037,9.203258023,21.51316319,28.74990563,4.960364775,7.829721649,6.649644057,8.362275386,2.593500275,42.82365613,15.43410917,_,6.181359816,6.346394973,87.5425149,_,16.66380403,7.952271071,3.900291384,30.95964227,71.25981897,39.64148128,_,7.676541605,7.45019828,31.24466013,11.39009134,10.64270524,34.75399413,1.698611191,12.41125474,5.0582483,15.75042704,9.111973335,35.00334281,..,2.16781988,19.56299166,58.31276452,75.78629285,75.42734318,18.44605405,6.750655901,22.68217814,23.18412166,2.114196793,15.97209251
Q1 2009,3.578862223,10.22585808,7.824205453,14.59766183,..,5.428254985,26.27124914,5.893666662,30.46461297,17.81749905,6.454784881,8.250615648,8.228111461,83.45664557,4.895304876,11.50116242,1.615978926,_,33.53974548,2.48126444,3.623281661,16.35755884,6.47873764,4.36433167,16.46899905,36.27355363,1.743026642,20.74170716,118.5020387,91.69608071,58.40591808,..,..,28.63014724,3.98881934,13.43197534,4.797549602,0.798136555,19.2001857,20.25092253,13.97565709,7.942991288,_,13.29193408,26.84512586,21.78385475,3.881896651,25.08466295,18.16500906,46.07073733,9.99573051,4.976166548,2.766102679,8.47429199,..,4.544033037,13.68802104,14.56114256,57.72463224,5.544785625,9.195129054,8.8779322,6.369874736,17.28165946,11.53895416,10.85392571,6.046222391,5.032869165,84.74807349,19.02463478,2.10698064,36.36404303,..,6.422304107,9.315091431,17.62846209,10.94576152,4.074044684,7.878480484,5.838745584,12.19977832,5.14277779,45.54816625,38.36150816,25.66406477,4.280357484,9.456541849,22.77134447,67.83173155,21.99801751,71.40359036,18.03141705,14.19430619,2.797134517,0.888144757,80.90106078,13.15380381,6.417874836,23.05589751,6.437419784,8.15491575,8.486624024,7.591359795,78.28827666,2.817207385,35.69950667,4.429938633,5.899139465,18.77561944,34.23251386,3.92570346,..,3.886450873,..,37.06157108,8.846032877,4.918455651,10.55724676,..,80.49594083,10.87971942,12.72089425,20.11796163,9.972173907,19.94394338,..,0.555914466,3.92570346,10.69819622,32.72116112,31.33496769,3.397965871,31.58786083,9.430174801,1.0425493,18.44915098,20.34016601,9.873399236,36.77775195,8.23669927,18.29046795,26.30001533,4.960364775,7.829721649,6.649644057,8.204583668,3.707615355,43.86048365,15.65963508,_,6.396967918,6.776408465,90.26902853,_,15.44992457,7.952271071,3.900291384,31.78856258,74.03119992,39.09336964,_,10.65112231,7.450445155,30.03012567,11.07683441,12.20810269,35.27165968,1.698611191,12.71353704,5.05863613,18.29206554,9.701264296,34.22633223,..,2.16781988,19.2834328,63.69397361,76.22776283,74.85945297,19.86759134,6.750655901,21.97011304,22.63945754,2.114196793,15.176074
Q2 2009,3.537574425,10.28012234,7.825549822,14.61326578,..,5.507224136,24.94332255,6.152721766,28.95973529,18.15258039,6.369469534,7.937278111,8.015098972,82.04814708,4.624067335,12.64626598,1.615978926,_,32.4424748,2.48126444,3.574465561,5.881878609,6.499663082,4.789488737,15.26473643,36.69515163,2.163259785,20.99730804,118.9973879,89.87690596,56.02533095,..,..,29.53887139,4.18506116,13.84625745,4.872088244,0.798136555,19.50850596,20.43288663,8.131648626,7.999617607,_,13.81594191,25.27776681,22.00043923,4.223911916,24.82461137,19.52653383,44.51770353,9.412654596,4.976221545,3.439279028,9.36559527,0.670755711,4.551950148,12.24991411,13.76541309,58.95058534,5.39457606,10.06177893,9.594950742,6.587556439,14.99003464,11.5399384,11.00481178,6.045379626,4.61207228,82.45193776,18.94590987,2.10698064,39.06836731,..,5.414372186,9.216791718,19.76140777,11.0691371,4.072147901,8.172612682,6.173212803,13.20696231,5.150694901,46.18071823,36.67566804,26.04832453,4.280357484,9.299670536,25.19672558,68.5333796,22.54429084,69.70907974,22.21874538,13.80549601,3.356462102,0.888144757,81.8240997,12.65015569,7.062601898,26.47026778,6.952847437,9.072817345,8.290286486,7.798852413,78.55139264,5.905796657,37.05996556,4.429938633,6.21340702,18.17821222,34.60400392,3.830033387,..,3.809722879,..,37.52529684,9.210231797,4.39847542,11.66216132,..,80.69931487,11.02566232,12.50373564,20.04648846,9.669571756,19.41592413,..,0.555914466,3.830033387,10.13372395,41.50762288,26.13376267,3.830033387,32.29268865,9.040747857,1.0425493,21.25591695,20.22113911,10.42992699,35.09337031,8.0210963,18.74656779,27.08358232,4.960364775,6.213877108,5.499416259,8.205928037,3.707615355,44.42544303,16.79562485,_,7.081684552,6.952847437,89.29532698,_,18.12085017,7.810467996,3.900291384,31.00906029,73.78601651,35.55814651,_,10.88536268,7.744577353,29.93814809,10.71174654,11.67151421,33.90223638,1.698611191,14.00922715,5.05863613,21.49727284,10.1368394,31.79073864,..,0.822694879,19.24092167,62.89704071,81.66052626,75.41453209,22.71226977,6.233030853,22.91518478,25.22569328,0.822694879,16.11716458
Q3 2009,3.939294491,9.611493568,5.946710818,16.08840165,..,5.507224136,24.95971361,6.258441858,28.05209585,20.09976292,11.2289882,8.405556491,8.015098972,79.90150936,4.538708276,12.7294529,1.615978926,_,31.83751747,2.48126444,3.830412906,5.751426166,4.968214964,4.542566565,14.97760062,36.28033782,2.163259785,21.46586516,118.1189842,88.26116861,58.91080065,..,..,29.62036948,5.514104572,12.63991486,4.316445608,1.376569312,18.11524681,19.37209531,7.963501394,7.980729532,_,17.44353394,25.14992991,22.15665674,4.223911916,24.52905653,20.54800053,43.92349919,8.318296493,5.354506018,..,9.090830593,1.491221212,4.551950148,11.93841,13.81517752,57.89254861,5.39457606,10.04292417,9.730139857,6.858957524,15.07637636,10.46373596,10.17262853,6.101502458,4.358395543,79.88016067,20.15717873,2.10698064,30.42347216,..,5.414372186,8.08500568,20.54501458,9.578658,5.726470504,8.172612682,6.341457695,13.67444475,5.150694901,44.6849791,35.47851532,28.90752528,5.30885065,9.8254237,23.7603847,56.10676226,22.00632654,70.53352354,22.42033933,14.28536583,1.026003953,0.888144757,73.18689103,11.30282932,7.68823918,27.2718643,6.027181411,9.146792182,10.43955231,9.266080625,70.96721262,5.889152387,36.05434498,3.599419084,6.910305535,19.24136566,32.94401239,3.830033387,..,3.807366974,..,45.02866241,10.53393269,4.753451242,14.06408196,..,79.62102455,11.18060651,11.79134899,19.45706987,8.681613991,19.84234748,..,0.555914466,3.830033387,10.24057974,31.54227147,30.10436632,3.830033387,33.11733591,7.407912625,1.0425493,22.11308867,20.89269102,13.26409239,44.11660022,9.422254282,18.82991178,26.07137363,4.960364775,6.677279487,5.499416259,6.386496294,2.712449592,44.31731724,16.71998615,_,7.066664388,5.326245849,90.50518619,_,18.44083899,7.024818338,4.534472402,32.16919421,72.88240303,37.1375265,_,10.7660804,7.744577353,29.97070603,16.12373066,11.74917681,40.73850941,1.698611191,16.19242371,5.05863613,21.20087012,9.664250625,37.48085912,..,1.026003953,19.80753509,62.69739485,79.4505664,76.65262599,22.16298772,4.535883849,23.38140865,33.27350337,1.026003953,13.06238155
Q4 2009,3.524260124,9.588535527,5.946710818,16.08259965,..,5.507224136,24.99131842,6.258441858,28.97029643,20.63045006,10.95245466,8.13713304,8.015021297,79.80116185,4.538708276,12.76936775,1.615978926,_,30.94899187,2.48126444,4.814316892,5.745420503,4.968214964,4.352163822,15.26927644,36.72821555,2.163259785,22.06477368,118.6376555,89.21045449,58.53575455,..,..,28.7453415,5.109653038,12.62718624,4.316445608,1.376569312,16.85506268,19.30339301,17.21895571,7.660916365,_,16.11722623,25.56838191,20.79328471,4.223911916,24.75359032,20.6139571,45.50207868,8.567106688,5.592264539,..,8.707408638,1.491221212,4.551950148,11.93841,13.84521821,58.36346994,5.39457606,10.04292417,9.727566002,7.210450132,15.38491338,10.46373596,10.41017945,6.37701946,4.357389303,79.00592967,19.8675498,2.10698064,31.42616953,..,5.414372186,8.084963312,20.11806105,9.578450397,5.626336085,8.172612682,6.341457695,13.15616467,4.925670831,45.06278264,35.38088024,29.93699054,5.251866069,9.725505665,23.99743808,55.09361127,22.16963056,70.88002256,21.99025676,14.39143679,1.026003953,0.888144757,73.18731207,11.17601815,7.583943119,27.11686046,6.027181411,8.898395075,10.48116353,9.118861218,72.03445755,5.889152387,37.31122147,3.599419084,7.014310033,19.15656748,32.49961762,3.818717614,..,3.552646938,..,45.39053713,10.62986297,4.911430419,13.72393473,..,79.84992034,11.04960029,11.79300134,19.34103293,8.681613991,19.73283421,..,0.555914466,3.818717614,10.49683697,31.90309467,28.36776409,3.818717614,32.84238001,7.407912625,1.0425493,21.98151547,20.86130625,25.29121782,44.96800915,9.384443851,18.8366208,26.41942363,4.960364775,6.298925469,5.499416259,6.386496294,2.712449592,43.98491684,16.49694891,_,6.381947755,5.326245849,90.6669739,_,18.45680055,7.024818338,4.534472402,32.58174706,72.8800011,37.16352239,_,10.8855983,7.744577353,30.12731375,14.39614912,11.80075154,40.94085555,1.698611191,16.03874411,5.05863613,20.50757495,9.519309281,37.31489966,..,1.026003953,19.8142441,62.36358435,79.1385745,74.88604099,22.54903679,4.535883849,22.56674017,33.65986459,1.026003953,12.75932684
Q1 2010,4.951246093,9.910986404,5.946710818,15.15691489,..,5.428043145,25.47279609,7.539992864,28.81949414,24.47412487,10.66253284,7.764454281,12.09129937,79.53225732,4.387601811,12.11188415,1.615978926,_,30.21511317,2.48126444,4.81330006,5.795079708,4.968214964,4.352163822,14.58212482,36.35291376,2.163259785,22.88104419,117.8968487,87.76848136,58.31262282,..,..,29.35005278,4.451903099,11.16661924,5.505311704,1.376569312,17.52008988,19.13052004,18.28178665,7.610586626,_,16.99038315,25.70700037,17.51725383,3.862895803,24.52098212,21.07803657,45.40642665,8.109668189,6.539258944,..,9.40361728,1.491221212,4.551950148,11.93277343,14.66449898,58.22267916,5.39457606,10.04578063,9.725227085,7.259369679,13.99569898,10.46373596,10.95157972,6.42824702,5.903582531,78.52385181,20.11647821,2.10698064,29.95843906,..,5.410347226,8.08500568,21.05910544,9.739449677,5.626336085,12.1541532,5.84058999,13.94161492,4.925670831,44.72128709,36.0356478,30.66932377,5.252247381,10.57688354,25.15836153,54.81625289,22.24200644,71.1809699,17.25838397,14.28599626,1.026003953,0.888144757,72.67618411,10.7988912,8.077051618,26.33335285,6.181612566,8.173915958,10.48287851,7.507447972,72.13041992,5.819870599,38.06021506,3.599419084,7.069859128,18.3718419,32.51591915,3.826275585,..,4.703266775,..,45.42614158,8.886220834,4.838640541,13.8069824,..,79.91416343,11.06218358,11.52015547,19.17662024,8.224175492,20.30047,..,0.555914466,3.826275585,9.280899179,31.8037961,30.72363218,3.826275585,33.36146023,7.238597315,1.0425493,22.79399223,20.64414533,25.91071549,36.94103169,9.384443851,19.21623229,26.90921117,4.960364775,6.213376927,5.455915557,6.386496294,4.300885596,44.81684128,16.79885498,_,6.38233623,5.329056259,90.29248367,_,18.55004754,6.703307463,4.660918299,32.42513284,73.83630765,36.77651268,_,10.89678497,11.72611787,30.0682223,15.31337477,11.67914143,41.43682911,1.698611191,15.33835999,5.05863613,20.50442896,9.663718671,36.15412965,..,1.026003953,19.84874396,62.22941596,80.19649261,74.8505674,22.89293293,4.535883849,22.1475436,33.6741633,1.026003953,12.67820772
Q2 2010,3.89203639,10.87085191,5.667149008,14.96292274,..,5.428043145,25.85792684,8.272583851,29.3516305,24.89448887,17.65166677,7.273771459,12.09129937,80.03055519,4.387760691,12.74377947,1.615978926,_,30.71712089,2.48126444,4.896621993,5.430370276,4.968214964,5.988268436,14.32731882,36.3064011,2.163259785,24.13298035,122.2084471,91.25007434,59.2541863,..,..,28.47551383,4.99645076,11.55943415,5.656144024,1.376569312,19.32358526,20.04749968,17.41602377,7.42546983,_,16.22736151,25.80900164,17.46265445,3.862895803,24.78935235,20.84817304,46.15777371,8.11570092,6.539237132,..,8.405494617,1.491221212,4.456140278,11.87485325,13.52251283,58.44418573,5.39457606,10.04578063,9.876305194,7.331543185,12.78389403,10.25703614,10.78019935,6.522840407,5.042646153,80.20601573,20.2486452,2.10698064,29.94929793,..,5.410347226,8.33044762,20.79900766,9.140883008,4.093479941,12.00390691,5.001916252,13.68294655,4.814831567,44.95949255,34.00352422,30.86630953,5.252247381,10.43679695,25.58159503,54.24375147,22.87370405,72.70649133,21.35098976,14.05056775,4.111972749,0.888144757,77.36170366,10.68997962,7.679776918,26.27226519,7.283279931,8.658085379,10.46431073,7.349660427,73.00196957,5.988306156,35.31695973,3.550378476,7.190502325,19.15559145,35.431084,1.774956085,..,3.128202297,..,47.42509542,9.304510266,5.308074578,14.23084794,..,81.14413435,11.06262844,11.61286854,20.09182751,8.126307597,21.11707956,..,0.555914466,3.817679598,9.589084515,36.3904436,30.59191668,3.817679598,35.295187,7.237024403,1.0425493,24.10601684,21.49230689,25.8634097,40.03274782,6.954485177,18.52105345,27.23302706,4.960364775,6.247642005,5.455915557,6.106934484,4.658503019,44.78693563,14.16627094,_,6.388783821,6.429100605,91.89997796,_,18.55352171,5.721245388,5.013500405,33.18758418,75.4726637,37.70129544,_,10.73676921,11.57587158,30.16253942,13.58829715,13.00280355,42.63944934,1.698611191,15.82298809,4.938587136,20.65628684,9.694139807,36.23640495,..,1.026003953,19.41586301,62.12076732,80.32185978,76.05534024,23.06674802,2.994824693,22.18806662,40.86483789,1.026003953,12.88522638
Q3 2010,3.89203639,11.25386642,5.604156542,15.50389383,..,5.428043145,25.78860691,8.423217095,30.2531484,24.52673318,17.4432629,7.866777734,11.36974729,79.39673242,3.01854574,13.24567756,1.615978926,_,30.9202679,2.48126444,5.302763573,5.344366278,4.968214964,6.155665283,15.04624993,37.0075799,1.743026642,21.63621878,129.2300908,96.23595897,60.14416585,..,..,31.5488666,5.814023326,11.86509148,5.660596076,1.520127584,20.24288328,20.52845853,18.30919185,8.096648684,_,16.37160726,25.45466231,17.68910212,3.862895803,24.42441553,23.59054771,46.93710754,8.3299009,6.614727848,..,8.728126883,1.491221212,4.456140278,11.42071116,13.91740863,63.33896441,5.39457606,10.06152119,9.891902757,7.717788648,13.60605222,10.34601526,10.65559379,6.522899722,6.18796478,80.33461831,20.6251572,2.10698064,29.27790052,..,5.410347226,8.33044762,17.53360429,8.714282694,4.093479941,11.73181495,4.936811636,13.26370085,4.814831567,44.37553914,35.32023516,30.03267249,5.669451478,9.390336347,25.2928691,54.96658335,22.7217571,73.77882106,21.28256915,14.81401754,3.550378476,0.888144757,86.64726061,10.73487992,7.694132162,26.45871511,5.321588901,9.36463005,10.6751659,8.07403018,79.37892741,5.988306156,36.20799605,3.550378476,7.441127605,18.66076393,36.06705021,1.774956085,..,3.675426721,..,48.95385202,11.61350256,5.314462495,13.88255652,1.092654634,81.6020207,11.06262844,12.10528355,20.04485321,8.746602791,21.35679608,1.139749369,0.555914466,4.064201922,9.686285119,40.73053581,30.99594581,3.817679598,35.54709746,7.36429142,1.0425493,23.996465,21.33783249,25.23672225,45.02399578,7.105118422,18.52286998,28.174351,4.960364775,6.247642005,5.455915557,5.984534757,4.493017077,44.83496148,13.87829409,_,7.050941893,5.321588901,94.41495521,_,19.72617144,6.15156846,5.011220681,33.69980711,75.1410155,38.09863331,_,11.11244394,11.30377962,30.21688495,13.07376087,13.61370865,42.38121037,1.6840072,16.23136646,4.909652618,21.64258826,10.40125345,36.83845732,..,2.3493619,19.85228897,61.65652736,80.38133935,78.44422087,22.76398314,3.673567061,22.28845766,41.97660402,2.411944316,12.64826979
Q4 2010,3.892311781,11.04333242,5.604156542,15.33361117,2.295170123,5.018035396,27.88393037,8.425737991,30.86985378,24.23917558,17.03024454,7.663551802,10.13152935,79.64300906,3.01854574,11.93716717,1.615978926,_,32.52485784,3.823191435,5.40221556,5.908202453,4.843053076,5.99947477,14.51690368,37.81800214,1.743026642,22.41227894,129.5569495,95.50876297,60.40154746,..,..,32.81983041,6.288777602,12.07491952,5.716129243,1.520127584,20.04632161,19.94692917,18.86607599,8.098290443,_,18.06246757,25.56679848,17.43259759,4.597293533,24.89839974,25.61768153,46.4001608,8.317063347,6.953206979,..,6.944494111,1.491221212,4.65204784,11.55150435,13.41009441,63.31264456,5.392846034,10.02768273,9.891464954,7.822436072,14.50361148,10.3458246,9.545070012,6.02020248,5.90761331,78.26096404,20.34923844,2.10698064,30.57817192,..,5.012453283,8.33044762,17.35533352,8.455822822,4.093479941,10.2890286,6.562723784,12.32300459,4.909655974,43.76873185,36.54827111,30.33115515,6.394358575,8.166949364,25.79017929,61.43754563,22.63208371,72.62129342,21.19396123,13.40687846,3.550378476,0.888144757,85.41949195,8.672654718,7.126377686,26.28492526,5.321588901,8.512227467,10.18886926,8.334093062,79.26953652,5.73393462,39.68957451,3.550378476,7.117708126,19.31909243,36.8622122,1.774956085,..,3.462892615,2.295170123,50.29789592,12.94031949,4.89593741,13.73280503,1.092654634,80.52879292,11.0537183,12.23607674,19.9892406,8.734061814,21.31512446,1.139749369,0.555914466,4.064201922,9.864687908,40.38561071,30.89746133,3.817679598,35.99776817,7.531374127,1.0425493,25.80103464,21.83749692,24.88610578,42.97730466,7.139217347,18.23990582,27.92640508,4.303075144,6.301626611,4.736577278,5.984534757,3.935818643,48.68251257,13.48321282,_,7.568940336,5.321588901,93.99916207,_,19.30613292,6.15156846,5.013509367,33.85493945,74.37766923,38.64974339,_,9.976280163,9.559726777,30.3791297,15.91912533,12.22833067,43.27259798,2.546226212,14.77579526,4.909652618,21.75279721,10.27841386,38.89489861,..,2.3493619,19.83804266,61.05069469,79.4154124,79.08846357,22.2761455,4.021163711,21.82051151,43.32045319,2.411944316,12.42141562
Q1 2011,3.892311781,10.62211411,5.526921175,15.26511982,..,5.168668641,27.57069925,9.253768921,30.57025592,24.38321672,17.35730192,8.097943615,9.959179727,79.79501543,3.414323755,12.92818976,1.615978926,4.287325048,32.32202226,3.823191435,5.319494214,6.015812493,4.795948156,5.723566157,15.75893527,36.25033988,1.743026642,24.1174807,130.6719443,96.17827928,57.3019249,..,..,32.91688311,6.218583919,12.4971511,5.801138495,1.520127584,21.59665971,20.20036472,18.56278263,8.26471184,7.974219058,17.6616776,26.15525329,18.47906313,4.298213113,26.03153307,25.79563004,47.43036906,11.69746235,7.774440493,..,7.915501793,1.491221212,4.65204784,11.5532838,13.39358028,63.38917085,5.394230055,10.03421446,9.873466363,8.079475158,15.39943981,10.19499093,9.02802003,6.302351544,6.05612417,78.60061511,20.95571256,2.10698064,30.51378698,..,5.012294403,8.33044762,18.51413833,9.717085789,4.197008266,10.94037909,8.062703779,12.64458891,4.909655974,44.70700743,36.25803501,31.58740649,6.400433357,7.984985834,25.9215891,63.7197759,22.33588848,72.07400905,21.27576433,14.6624091,3.550378476,0.888144757,86.30919856,9.211111925,7.416706295,27.4987338,5.497279371,8.237200567,10.49766865,8.3451513,80.05425173,5.917291652,38.01957368,3.550378476,7.120257267,19.12965048,36.81702091,1.774956085,..,2.887166918,..,51.12315312,12.92608765,3.826209497,13.72371566,1.092654634,81.04617945,_,12.24041135,19.84911902,11.70683636,21.55218257,1.139749369,0.555914466,4.071717525,10.94584215,41.34253216,31.84909381,3.825195202,36.76819396,7.602819272,1.0425493,26.15943282,23.09016058,24.53614837,44.02321872,9.290242536,18.32635928,28.16693084,4.152749067,5.527765037,5.305617725,5.90729939,3.717582609,51.62381814,13.70842293,_,7.569130992,5.497279371,93.78567142,8.310104113,19.60247087,6.154123618,5.013509367,36.71697504,74.36217895,39.06885914,_,9.812111366,9.819651976,30.71222929,16.07968214,13.39670665,39.39602367,2.546226212,15.79365791,4.909652618,22.12416839,9.963895894,39.61972437,..,2.3493619,19.97084909,61.95048215,81.21015098,77.86683317,23.43483891,4.021163711,20.81257038,46.22889901,2.411944316,12.39899947
Q2 2011,4.607632162,11.07316151,5.886107844,15.26500035,..,5.168668641,28.26648636,9.101903474,30.46959391,24.40939784,16.92301604,7.738941846,10.01463978,78.98063951,3.414323755,12.89092083,1.615978926,4.287325048,33.44521347,3.823191435,5.335804332,6.015812493,5.797695926,5.723830957,14.67697792,37.12970314,1.743026642,24.28979628,135.0197567,97.5461529,58.63768017,..,..,35.70957945,6.172932813,13.34544008,5.816471548,1.520127584,17.55672621,19.20497883,18.35128184,7.758035082,7.816160822,17.53366733,38.3313501,16.74926834,4.298213113,25.9939355,28.95682062,49.40805848,5.502532601,7.780166981,..,6.254923034,..,4.557223433,12.54915983,13.35776534,63.18346272,5.394230055,10.03421446,9.873466363,7.718962959,15.25660294,10.42129935,9.738242669,6.221732403,5.906295918,82.07149504,20.54726484,4.147089338,34.6872499,..,5.012294403,8.55890295,19.16523593,9.72116053,6.210841675,11.14970648,7.264960292,12.51804993,4.814831567,48.63842208,36.65552637,30.59083518,5.966290628,7.826858633,25.9988116,63.67416134,22.86474214,77.85192637,23.82286306,14.50719283,3.750052329,0.888144757,90.53056543,9.744579633,6.401638712,30.73781788,5.474757164,6.97095314,10.40193033,8.781788372,87.87105403,6.813120552,35.90819817,3.750052329,6.986735264,19.22883868,36.92981044,1.613521959,..,3.602487299,..,53.15145804,12.12747092,5.195707492,13.5980584,1.092654634,81.94135008,_,12.25923415,19.79004955,5.412967034,20.58000935,1.139749369,0.555914466,4.300172855,11.66502223,39.85461198,31.53015806,3.283761588,37.09344238,7.611671959,1.042051476,29.44830356,23.35647519,36.8199021,45.31752146,9.379494929,18.32539809,27.96710869,4.152749067,5.561585251,5.305617725,6.266486059,7.262849021,51.72441022,13.59696653,_,6.824830905,5.474757164,94.58827241,8.5747958,19.38936009,7.344832002,5.013509367,35.71180755,71.44109989,39.48538178,_,11.09104559,10.02897937,41.85352857,15.84102896,13.24164503,39.28706424,2.545177604,15.36268353,5.109326471,22.2246517,10.16886086,43.51114839,..,2.3493619,20.69797696,61.30173649,80.86045137,79.55383501,23.17507598,5.663810937,20.38002856,49.34463954,2.3493619,12.40435024
